comid,known_baseflow,qout_median,qout_max,rp2,rp5,rp10,rp25,rp50,rp100,qout_max_premium,rp100_premium,q_ep_10,q_ep_20,q_ep_30,q_ep_40,q_ep_50,q_ep_60,q_ep_70,q_ep_80,q_ep_90,q_ep_100
710962441,19.7810001373291,3.8,235.64,120.679,159.321,180.298,202.603,216.729,229.107,353.45999908447266,343.6605,27.06999969482422,12.800000190734863,7.929999828338623,5.449999809265137,3.799999952316284,2.799999952316284,2.1500000953674316,1.600000023841858,1.1200000047683716,0.019999999552965164
720235790,14.947999954223633,17.41,1011.98,409.741,632.801,764.945,912.033,1007.937,1093.314,1517.969970703125,1639.971,125.69000244140625,55.84000015258789,33.61000061035156,23.270000457763672,17.450000762939453,13.289999961853027,10.90999984741211,8.920000076293945,7.139999866485596,0.6700000166893005
720227605,31.159000396728516,74.59,3706.76,890.997,1368.711,1687.094,2085.031,2376.284,2662.216,5560.1400146484375,3993.324,363.985998535156,208.25,134.63999938964844,97.0999984741211,74.70999908447266,58.7599983215332,47.0099983215332,37.56999969482422,28.0,9.970000267028809
760679701,0.04,0.04,131.07,30.406,56.478,76.944,105.855,129.324,154.249,196.60501098632807,231.3735,0.47999998927116394,0.2199999988079071,0.11999999731779099,0.07000000029802322,0.03999999910593033,0.019999999552965164,0.009999999776482582,0.0,0.0,0.0
760536344,119.3,119.3,1169.9,521.646,731.276,861.784,1017.411,1127.055,1231.755,1754.8500366210938,1847.6325,310.6400146484375,233.3800048828125,182.0,145.5500030517578,119.01000213623047,97.1500015258789,80.5,62.34000015258789,44.5099983215332,14.15999984741211
740099362,7.913000106811523,8.74,340.34,84.974,136.304,177.548,238.542,290.841,349.373,510.509994506836,524.0595,31.68000030517578,21.760000228881836,15.609999656677246,11.579999923706055,8.720000267028809,6.900000095367432,5.349999904632568,4.03000020980835,2.880000114440918,0.0
760706339,0.4099999964237213,1.57,764.0,210.474,378.323,495.045,641.857,748.361,851.299,1146.0,1276.9485,19.766000366210704,7.139999866485596,3.990000009536743,2.630000114440918,1.559999942779541,0.9599999785423279,0.5400000214576721,0.25999999046325684,0.05999999865889549,0.0
760687921,159.07899475097656,38.6,1643.61,548.396,836.34,1011.535,1212.389,1347.482,1471.043,2465.414978027344,2206.5645,171.22999572753906,104.30000305175781,71.66999816894531,50.75,38.4900016784668,28.200000762939453,21.25,14.960000038146973,7.599999904632568,0.3799999952316284
760706356,4.559000015258789,6.73,347.32,117.203,178.56,219.439,270.595,308.107,345.007,520.9800109863281,517.5105,27.440000534057617,18.329999923706055,12.899999618530273,9.319999694824219,6.710000038146973,4.96999979019165,3.7799999713897705,2.890000104904175,2.069999933242798,0.0
760608067,9.73,9.73,1255.79,340.469,611.785,814.504,1088.891,1303.054,1523.381,1883.68505859375,2285.0715,54.900001525878906,30.959999084472656,19.34000015258789,13.3100004196167,9.6899995803833,6.909999847412109,4.710000038146973,3.069999933242798,1.5299999713897705,0.0
750107977,1.7170000076293943,7.17,787.04,142.236,227.142,296.412,400.33,490.66,592.94,1180.5599670410156,889.4100000000001,28.579999923706055,18.1299991607666,13.010000228881836,9.649999618530273,7.139999866485596,5.170000076293945,3.7699999809265137,2.690000057220459,1.8799999952316284,0.0
760483151,8.887999534606934,2.51,256.75,73.961,118.996,152.671,199.238,236.687,276.396,385.125,414.5940000000001,11.180000305175781,6.889999866485596,4.579999923706055,3.2200000286102295,2.5,2.0,1.4600000381469727,1.0499999523162842,0.6100000143051147,0.0
760733018,40.7,40.7,1290.29,444.357,672.109,828.311,1029.42,1181.084,1333.855,1935.43505859375,2000.7825,156.97999572753906,107.95999908447266,77.41000366210938,55.27000045776367,40.59000015258789,30.399999618530273,23.1299991607666,17.75,12.720000267028809,1.850000023841858
760554854,0.34,0.34,189.67,30.207,48.283,63.471,86.869,107.72,131.83,284.504997253418,197.745,1.4600000381469727,0.8899999856948853,0.6200000047683716,0.46000000834465027,0.3400000035762787,0.25999999046325684,0.20000000298023224,0.1599999964237213,0.10999999940395355,0.0
770461031,0.02,0.02,539.76,72.502,152.589,224.491,338.112,439.989,557.16,809.6400146484375,835.74,0.75,0.2199999988079071,0.10000000149011612,0.03999999910593033,0.019999999552965164,0.009999999776482582,0.0,0.0,0.0,0.0
760536426,14.57800006866455,4.38,439.91,121.678,181.897,221.461,270.493,306.167,341.057,659.8650054931641,511.5855,19.90999984741211,12.100000381469727,8.039999961853027,5.699999809265137,4.369999885559082,3.380000114440918,2.619999885559082,1.899999976158142,1.0199999809265137,0.0
760679798,3.803999900817871,51.95,4983.69,1528.163,2345.273,2860.404,3470.884,3894.981,4293.477,7475.534912109375,6440.2155,403.3800048828125,199.9199981689453,118.23999786376953,75.58999633789062,51.709999084472656,35.529998779296875,23.780000686645508,14.520000457763672,8.5600004196167,0.03999999910593033
750101878,17.125,45.0,950.54,246.879,410.625,538.716,722.674,875.74,1042.568,1425.8099670410156,1563.852,119.54000091552734,78.37000274658203,62.189998626708984,52.029998779296875,44.90999984741211,38.18000030517578,31.90999984741211,26.530000686645508,21.229999542236328,8.4399995803833
750120319,0.1199999973177909,0.71,312.81,87.381,124.089,149.843,183.96,210.493,237.969,469.2149963378906,356.95349999999996,3.6600000858306885,2.2300000190734863,1.4800000190734863,1.0099999904632568,0.7099999785423279,0.5199999809265137,0.3799999952316284,0.28999999165534973,0.18000000715255737,0.029999999329447746
750278015,58.529998779296875,55.85,2274.72,697.94,1103.282,1413.201,1851.768,2212.708,2603.185,3412.0799560546875,3904.7775,243.31600341796852,160.1300048828125,108.58999633789062,76.52999877929688,55.689998626708984,40.060001373291016,28.6200008392334,19.549999237060547,12.229999542236328,2.059999942779541
760589711,2.01,2.01,528.3,101.62,166.823,214.222,277.813,327.406,378.607,792.4499816894531,567.9105000000001,10.079999923706055,5.760000228881836,3.869999885559082,2.759999990463257,2.0,1.5199999809265137,1.0700000524520874,0.6499999761581421,0.3799999952316284,0.0
740091279,0.8980000019073486,0.35,133.01,55.467,77.597,88.52,98.95,104.829,109.477,199.5149917602539,164.21550000000002,1.3600000143051147,0.9300000071525574,0.6399999856948853,0.46000000834465027,0.3400000035762787,0.25999999046325684,0.20000000298023224,0.15000000596046448,0.10999999940395355,0.0
760741272,169.94200134277344,42.52,1288.22,466.928,680.985,841.75,1067.272,1252.051,1451.655,1932.3299560546875,2177.4825,169.74000549316406,113.23999786376953,79.87999725341797,57.720001220703125,42.349998474121094,32.38999938964844,24.690000534057617,18.68000030517578,13.029999732971191,0.5400000214576721
750161310,0.4350000023841858,4.74,849.41,195.037,300.868,379.791,489.258,577.774,672.208,1274.1149597167969,1008.312,30.010000228881836,17.3799991607666,10.979999542236328,7.210000038146973,4.71999979019165,3.109999895095825,2.059999942779541,1.3700000047683716,0.8199999928474426,0.0
760659376,187.7220001220703,188.31,2791.1,1041.779,1472.207,1736.842,2048.35,2264.941,2469.441,4186.650146484375,3704.1615,493.3999938964844,347.489990234375,275.32000732421875,226.16000366210938,187.92999267578125,159.7559967041019,133.9600067138672,105.69999694824219,77.45999908447266,21.010000228881836
760661435,7.05,7.05,342.12,115.769,175.751,215.421,264.752,300.716,335.925,513.1799926757812,503.8875000000001,28.56999969482422,19.1200008392334,13.470000267028809,9.729999542236328,7.03000020980835,5.190000057220459,3.9600000381469727,3.0299999713897705,2.1700000762939453,0.3199999928474426
760714687,15.928000450134276,25.07,1028.8,375.067,565.469,689.643,842.229,952.249,1059.004,1543.2000732421875,1588.506,101.77599792480446,68.16999816894531,48.09000015258789,34.22999954223633,25.0,18.610000610351562,14.319999694824219,10.829999923706055,7.849999904632568,0.9599999785423279
760645077,10.359000205993652,90.9,5406.61,1850.936,2804.382,3413.213,4145.746,4662.916,5155.839,8109.914794921875,7733.7585,467.20001220703125,260.3299865722656,172.7100067138672,123.63999938964844,90.58999633789062,67.05999755859375,47.779998779296875,33.900001525878906,22.010000228881836,2.2300000190734863
760518109,12.04,12.04,754.92,235.769,372.858,462.93,573.312,652.35,728.42,1132.3799743652344,1092.63,52.09000015258789,32.68000030517578,22.270000457763672,15.579999923706055,12.010000228881836,9.5600004196167,7.239999771118164,5.059999942779541,2.9700000286102295,0.0
710708702,0.0049999998882412,0.0,225.83,27.528,59.49,91.939,149.989,208.677,283.544,338.74500274658203,425.316,1.5,0.33000001311302185,0.07999999821186066,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0
750128611,0.949999988079071,1.8,419.27,84.099,147.046,200.724,283.872,358.034,443.618,628.9049835205078,665.427,9.420000076293945,6.059999942779541,4.019999980926514,2.6700000762939453,1.7899999618530273,1.2599999904632568,0.9200000166893005,0.6399999856948853,0.4000000059604645,0.05999999865889549
760645101,23.35099983215332,8.0,445.0,155.088,220.626,266.623,327.561,374.954,424.03,667.5,636.045,27.290000915527344,18.989999771118164,14.119999885559082,10.630000114440918,8.010000228881836,5.940000057220459,4.309999942779541,2.990000009536743,1.940000057220459,0.3400000035762787
740169203,16.844999313354492,20.22,641.31,173.744,263.724,334.796,438.738,527.139,625.546,961.9649963378906,938.319,55.83000183105469,41.38999938964844,32.4900016784668,25.829999923706055,20.170000076293945,15.609999656677246,12.359999656677246,9.789999961853027,7.320000171661377,2.3399999141693115
760669693,3.288000106811523,5.61,326.53,85.04,121.692,150.988,194.338,231.653,273.645,489.7949981689453,410.4675,23.190000534057617,14.520000457763672,10.119999885559082,7.440000057220459,5.590000152587891,4.329999923706055,3.359999895095825,2.5899999141693115,1.809999942779541,0.019999999552965164
750208515,31.82799911499023,20.3,909.41,168.021,278.454,367.399,498.766,611.07,736.314,1364.1149597167969,1104.471,75.73999786376953,52.540000915527344,36.439998626708984,27.450000762939453,20.229999542236328,14.59000015258789,10.430000305175781,7.46999979019165,5.119999885559082,0.0
760722948,607.2659912109375,294.03,5236.2,1751.74,2438.668,2917.468,3549.206,4039.111,4545.493,7854.30029296875,6818.239500000001,885.7999877929688,655.27001953125,502.16801147460865,386.2799987792969,293.6199951171875,219.42599487304722,162.8800048828125,116.33999633789062,78.62999725341797,27.649999618530273
770479639,1.0099999904632568,0.23,574.88,172.06,302.882,396.189,517.256,608.05,698.426,862.3200073242188,1047.639,3.7899999618530273,1.3799999952316284,0.7799999713897705,0.41999998688697815,0.23000000417232513,0.11999999731779099,0.05999999865889549,0.019999999552965164,0.0,0.0
750159402,0.47,0.47,276.55,76.316,116.579,143.566,177.514,202.529,227.232,414.8249816894531,340.848,2.950000047683716,1.6799999475479126,1.0099999904632568,0.6700000166893005,0.46000000834465027,0.3199999928474426,0.23000000417232513,0.14000000059604645,0.07999999821186066,0.0
760696382,11.508000373840332,18.34,736.1,275.415,407.476,487.708,580.217,642.982,700.908,1104.1499633789062,1051.362,73.94000244140625,49.689998626708984,35.0,25.059999465942383,18.290000915527344,13.619999885559082,10.5,7.929999828338623,5.730000019073486,0.7200000286102295
760598082,111.39,111.39,2548.53,980.552,1432.292,1749.407,2168.471,2493.173,2828.105,3822.795043945313,4242.1575,409.1600036621094,268.4100036621094,191.2100067138672,143.60000610351562,111.02999877929688,85.55000305175781,65.62000274658203,49.869998931884766,37.58000183105469,3.240000009536743
770483793,270.0379943847656,96.8,2902.63,613.451,866.084,1040.648,1268.952,1444.446,1624.471,4353.94482421875,2436.7065,338.78600463867167,225.69000244140625,164.72000122070312,125.86000061035156,96.51000213623047,76.63999938964844,61.709999084472656,48.619998931884766,35.36000061035156,3.4700000286102295
740083285,4.859000205993652,17.49,494.28,159.817,234.877,289.449,363.806,423.081,485.667,741.4199981689453,728.5005,65.48999786376953,43.34000015258789,31.350000381469727,23.209999084472656,17.420000076293945,13.220000267028809,10.199999809265137,7.809999942779541,5.53000020980835,1.4299999475479126
760534680,304.7980041503906,119.14,1170.07,521.68,731.406,862.012,1017.794,1127.572,1232.421,1755.1049194335938,1848.6315,310.2699890136719,233.05999755859375,181.77000427246094,145.3300018310547,118.83999633789062,97.01000213623047,80.37999725341797,62.25,44.439998626708984,14.140000343322754
760678058,3.714999914169311,1.36,232.06,56.844,90.565,113.77,143.469,165.643,187.744,348.0899963378906,281.616,6.889999866485596,4.170000076293945,2.6500000953674316,1.8300000429153442,1.350000023841858,1.0199999809265137,0.800000011920929,0.6100000143051147,0.41999998688697815,0.0
760669867,10.996000289916992,5.78,398.44,110.182,178.49,230.597,303.944,363.914,428.382,597.6600036621094,642.573,25.260000228881836,16.93000030517578,12.079999923706055,8.3100004196167,5.760000228881836,4.079999923706055,2.9800000190734863,2.2200000286102295,1.6200000047683716,0.4699999988079071
750145196,0.0769999995827674,1.21,591.75,193.797,294.818,370.23,475.083,560.128,651.129,887.625,976.6935,6.75,3.869999885559082,2.4600000381469727,1.7000000476837158,1.2000000476837158,0.8899999856948853,0.6600000262260437,0.47999998927116394,0.3100000023841858,0.0
750077616,0.2849999964237213,0.37,117.93,33.292,54.437,69.445,89.138,104.17,119.415,176.89500045776367,179.1225,1.4800000190734863,1.0099999904632568,0.7200000286102295,0.5199999809265137,0.36000001430511475,0.27000001072883606,0.20000000298023224,0.15000000596046448,0.10999999940395355,0.0
740118194,120.052001953125,37.7,1123.25,382.468,548.777,666.102,822.122,943.837,1070.164,1684.875,1605.246,132.86000061035156,87.4000015258789,64.8499984741211,49.810001373291016,37.58000183105469,28.3700008392334,21.559999465942383,16.889999389648438,12.34000015258789,2.9800000190734863
760643253,9.37399959564209,2.18,154.46,45.993,72.117,91.42,117.913,139.101,161.487,231.6900100708008,242.2305,9.65999984741211,6.239999771118164,4.480000019073486,3.130000114440918,2.1700000762939453,1.5700000524520874,1.1699999570846558,0.8799999952316284,0.6399999856948853,0.10999999940395355
760635061,1.628000020980835,5.9,1520.52,325.309,526.206,676.926,885.825,1054.127,1232.829,2280.780029296875,1849.2435,40.209999084472656,23.049999237060547,13.569999694824219,9.050000190734863,5.869999885559082,4.059999942779541,2.819999933242798,1.8600000143051147,1.0199999809265137,0.0
750122687,0.1099999994039535,0.74,175.74,12.419,22.54,32.504,50.142,67.981,90.892,263.6100082397461,136.338,3.640000104904175,2.4600000381469727,1.6699999570846558,1.159999966621399,0.7400000095367432,0.5,0.36000001430511475,0.25999999046325684,0.1599999964237213,0.0
760579779,1.53,1.53,298.86,77.392,144.453,197.083,271.339,331.514,395.316,448.28997802734375,592.9739999999999,9.34000015258789,5.059999942779541,3.109999895095825,2.2300000190734863,1.5199999809265137,1.090000033378601,0.7300000190734863,0.46000000834465027,0.23000000417232513,0.0
760624835,0.4650000035762787,0.91,74.93,38.192,47.08,52.421,58.704,63.108,67.316,112.39500045776369,100.974,3.890000104904175,2.200000047683716,1.5499999523162842,1.159999966621399,0.8999999761581421,0.7300000190734863,0.6000000238418579,0.47999998927116394,0.36000001430511475,0.0
760606403,37.85200119018555,9.72,1262.28,341.266,613.101,816.281,1091.402,1306.228,1527.317,1893.4200439453125,2290.9755,54.82600097656227,30.90999984741211,19.309999465942383,13.289999961853027,9.680000305175781,6.900000095367432,4.710000038146973,3.069999933242798,1.5299999713897705,0.0
750118601,92.0479965209961,120.35,5587.98,1172.659,1863.645,2409.228,3203.972,3876.051,4619.753,8381.969970703125,6929.629499999999,488.4800109863281,313.2200012207031,215.97999572753906,157.8800048828125,119.94000244140625,91.26000213623047,70.19000244140625,52.58000183105469,36.29999923706055,10.680000305175781
760784591,92.93900299072266,77.06,1618.06,674.329,935.675,1120.056,1365.926,1558.495,1759.176,2427.090087890625,2638.764,232.82000732421875,169.6199951171875,129.4499969482422,100.91000366210938,76.88999938964844,56.880001068115234,40.95000076293945,30.190000534057617,21.229999542236328,6.860000133514404
760524504,0.4250000119209289,0.47,140.15,30.057,52.271,70.06,96.014,117.872,141.899,210.22499084472656,212.8485,1.2899999618530273,0.8899999856948853,0.699999988079071,0.5600000023841858,0.4699999988079071,0.4000000059604645,0.3199999928474426,0.23999999463558197,0.1899999976158142,0.0
760614616,1770.81201171875,939.91,6510.49,3538.858,4706.441,5395.271,6184.62,6722.036,7222.054,9765.7353515625,10833.081,2326.465966796875,1741.8399658203125,1383.9200439453125,1123.800048828125,937.510009765625,776.4400024414062,638.3699951171875,509.8299865722656,392.6139892578126,132.47000122070312
760731356,41.04,41.04,1289.26,444.212,671.968,828.217,1029.439,1181.224,1334.144,1933.8900146484373,2001.216,157.83999633789062,108.6500015258789,77.9800033569336,55.65999984741211,40.93000030517578,30.649999618530273,23.31999969482422,17.899999618530273,12.819999694824219,1.8700000047683716
760669919,0.1070000007748603,0.18,708.34,151.302,292.305,395.71,530.556,631.223,730.53,1062.5100402832031,1095.795,3.180000066757202,1.2000000476837158,0.6399999856948853,0.3199999928474426,0.18000000715255737,0.09000000357627869,0.029999999329447746,0.009999999776482582,0.0,0.0
760454885,0.912999987602234,0.38,136.94,36.525,61.131,80.274,107.6,130.194,154.683,205.41000366210935,232.0245,1.6100000143051147,1.0099999904632568,0.6700000166893005,0.49000000953674316,0.3799999952316284,0.28999999165534973,0.20999999344348907,0.15000000596046448,0.07999999821186066,0.0
760758011,6.186999797821045,43.66,4996.44,1444.639,2237.399,2750.065,3371.541,3812.661,4234.532,7494.659912109375,6351.798000000001,365.1360107421873,174.33999633789062,101.26000213623047,63.65999984741211,43.43000030517578,28.520000457763672,18.709999084472656,11.010000228881836,5.849999904632568,0.03999999910593033
730042112,22.36400032043457,5.85,625.13,142.906,257.905,347.492,473.835,576.48,685.729,937.6950073242188,1028.5935,28.010000228881836,17.600000381469727,11.760000228881836,8.149999618530273,5.869999885559082,4.119999885559082,2.9700000286102295,1.8600000143051147,0.9300000071525574,0.0
760616705,9.15,9.15,400.72,122.06,181.774,223.191,277.195,318.464,360.518,601.0800018310547,540.7769999999999,31.90999984741211,21.979999542236328,16.31999969482422,12.350000381469727,9.119999885559082,6.579999923706055,4.739999771118164,3.4100000858306885,2.3399999141693115,0.33000001311302185
750153484,48.39799880981445,15.2,1446.66,490.791,705.794,847.412,1024.474,1154.769,1283.624,2169.9900512695312,1925.436,77.30000305175781,48.279998779296875,31.149999618530273,21.280000686645508,15.140000343322754,10.729999542236328,7.940000057220459,5.539999961853027,3.559999942779541,0.0
760641293,145.93699645996094,32.5,1674.73,527.39,813.371,990.379,1196.186,1336.407,1465.984,2512.094970703125,2198.9759999999997,148.5,88.93000030517578,60.560001373291016,43.189998626708984,32.380001068115234,23.975999450683943,18.09000015258789,12.84000015258789,6.559999942779541,0.28999999165534973
760588047,6.432000160217285,1.98,531.59,102.197,167.56,215.076,278.841,328.586,379.964,797.3850402832031,569.946,9.920000076293945,5.670000076293945,3.809999942779541,2.7200000286102295,1.9700000286102295,1.5,1.059999942779541,0.6399999856948853,0.3700000047683716,0.0
760766248,49.08399963378906,102.61,2831.69,1003.514,1403.926,1702.217,2118.552,2458.475,2824.89,4247.534912109375,4237.335,339.760009765625,241.88999938964844,180.35800170898366,137.52999877929688,102.27999877929688,75.5999984741211,55.560001373291016,41.72999954223633,30.049999237060547,10.630000114440918
760667953,42.43899917602539,12.01,972.16,268.905,422.854,524.796,650.83,741.91,830.275,1458.2399597167969,1245.4125,64.87000274658203,36.599998474121094,23.959999084472656,16.850000381469727,11.960000038146973,8.770000457763672,6.059999942779541,3.5899999141693115,1.8300000429153442,0.0
760758066,21.11,21.11,518.15,225.242,294.964,340.677,398.2,441.004,483.849,777.2250366210938,725.7735,91.94999694824219,58.36000061035156,40.86000061035156,28.93000030517578,21.030000686645508,15.6899995803833,12.100000381469727,9.279999732971191,6.739999771118164,0.17000000178813934
750145337,5.2,5.2,764.45,191.054,301.189,390.86,525.27,642.077,774.352,1146.6750183105469,1161.528,27.799999237060547,16.739999771118164,11.119999885559082,7.510000228881836,5.179999828338623,3.5899999141693115,2.380000114440918,1.4700000286102295,0.8899999856948853,0.10000000149011612
740149051,15.635000228881836,4.6,465.27,63.222,107.392,148.615,218.275,285.854,369.72,697.9049835205078,554.58,12.380000114440918,9.350000381469727,7.159999847412109,5.789999961853027,4.590000152587891,3.6500000953674316,2.859999895095825,2.25,1.7200000286102295,0.0
760713025,4.98,4.98,298.01,76.961,104.149,127.807,165.092,198.998,238.903,447.0150146484375,358.3545,20.280000686645508,12.600000381469727,8.850000381469727,6.539999961853027,4.960000038146973,3.890000104904175,3.0899999141693115,2.359999895095825,1.6399999856948853,0.10000000149011612
760346444,0.06,0.06,57.6,15.472,25.291,32.607,42.665,50.698,59.163,86.39999771118164,88.74449999999999,0.15000000596046448,0.10999999940395355,0.09000000357627869,0.07000000029802322,0.05999999865889549,0.05000000074505806,0.03999999910593033,0.029999999329447746,0.019999999552965164,0.0
760563536,3.1689999103546143,0.7,371.21,84.668,130.962,163.391,205.823,238.271,271.306,556.8149871826172,406.95899999999995,5.239999771118164,2.799999952316284,1.7000000476837158,1.0499999523162842,0.699999988079071,0.49000000953674316,0.3400000035762787,0.2199999988079071,0.10999999940395355,0.0
740106070,5.447000026702881,1.8,136.76,32.489,51.534,68.64,96.607,122.958,154.899,205.1399917602539,232.3485,6.03000020980835,4.150000095367432,3.109999895095825,2.3399999141693115,1.7999999523162842,1.3799999952316284,1.0700000524520874,0.8299999833106995,0.6000000238418579,0.0
760633181,3.786999940872192,6.46,443.2,110.012,174.742,224.942,296.878,356.776,422.201,664.8000183105469,633.3015,28.65999984741211,19.420000076293945,12.960000038146973,9.0600004196167,6.440000057220459,4.699999809265137,3.569999933242798,2.700000047683716,1.9500000476837158,0.05000000074505806
760174431,9.597999572753906,24.2,2820.93,712.846,1149.388,1453.182,1845.267,2140.148,2435.671,4231.3948974609375,3653.506499999999,159.72999572753906,90.94999694824219,57.720001220703125,36.83000183105469,24.239999771118164,16.709999084472656,11.720000267028809,8.399999618530273,5.940000057220459,1.399999976158142
760524641,0.1199999973177909,0.43,100.34,28.417,50.726,66.83,87.911,103.838,119.781,150.50999450683594,179.6715,1.7200000286102295,1.1100000143051147,0.7799999713897705,0.5600000023841858,0.4300000071525574,0.33000001311302185,0.25,0.1599999964237213,0.09000000357627869,0.0
750161767,118.80599975585938,318.13,7636.78,2535.22,3466.591,3978.105,4523.569,4868.72,5170.392,11455.169677734377,7755.588,1121.5699462890625,781.25,583.469970703125,422.0299987792969,317.45001220703125,239.11000061035156,180.52000427246094,134.67999267578125,94.95999908447266,29.889999389648438
770561898,0.6819999814033508,0.31,703.57,134.824,277.471,393.586,559.883,695.379,838.992,1055.355010986328,1258.4879999999998,7.380000114440918,2.049999952316284,0.9700000286102295,0.5400000214576721,0.3100000023841858,0.17000000178813934,0.09000000357627869,0.03999999910593033,0.009999999776482582,0.0
760739706,16.808000564575195,26.28,1056.42,344.126,523.522,653.245,828.469,966.756,1111.397,1584.6300659179688,1667.0955,112.9000015258789,78.31999969482422,52.970001220703125,37.189998626708984,26.200000762939453,19.15999984741211,14.390000343322754,10.859999656677246,7.929999828338623,0.6200000047683716
710821756,6.938000202178955,20.23,1804.41,508.024,871.098,1149.102,1538.3,1853.563,2189.037,2706.6150512695312,3283.5554999999995,137.11000061035156,72.4000015258789,44.33000183105469,29.059999465942383,20.239999771118164,14.75,10.84000015258789,7.929999828338623,5.46999979019165,0.7099999785423279
760598399,0.0,0.3,525.1,133.182,232.742,304.373,398.289,469.505,541.093,787.6499633789062,811.6395,2.6700000762939453,1.1699999570846558,0.699999988079071,0.4399999976158142,0.30000001192092896,0.1899999976158142,0.11999999731779099,0.03999999910593033,0.009999999776482582,0.0
720207749,63.92,63.92,3698.63,860.082,1320.997,1630.707,2020.831,2308.544,2592.807,5547.94482421875,3889.2105,331.1099853515625,180.5800018310547,115.02999877929688,83.30999755859375,64.08000183105469,50.56999969482422,40.790000915527344,32.93000030517578,24.81999969482422,9.0
760563592,4.658999919891357,2.15,517.49,135.76,207.412,265.629,352.886,428.791,514.882,776.2349853515625,772.3229999999999,15.609999656677246,9.420000076293945,5.820000171661377,3.490000009536743,2.140000104904175,1.409999966621399,0.9700000286102295,0.6800000071525574,0.4699999988079071,0.0
760471441,0.5410000085830688,1.33,250.42,77.042,128.439,161.926,202.116,230.154,256.474,375.629997253418,384.711,5.769999980926514,3.5299999713897705,2.369999885559082,1.7400000095367432,1.3300000429153442,1.0099999904632568,0.7099999785423279,0.49000000953674316,0.25,0.0
760536982,12.66100025177002,1.89,197.94,50.491,81.769,108.685,151.022,189.479,234.652,296.9100036621094,351.97799999999995,9.630000114440918,6.300000190734863,4.340000152587891,2.859999895095825,1.8899999856948853,1.2799999713897705,0.8399999737739563,0.550000011920929,0.33000001311302185,0.0
750112663,1.41,1.41,433.42,71.107,118.999,157.723,215.059,264.164,318.994,650.1300201416016,478.491,8.470000267028809,4.960000038146973,3.1700000762939453,2.109999895095825,1.409999966621399,0.9700000286102295,0.6899999976158142,0.5099999904632568,0.3400000035762787,0.0
760713121,3.368000030517578,10.36,349.7,118.523,182.258,228.752,291.977,342.159,394.878,524.5500183105469,592.317,43.470001220703125,28.6299991607666,20.59000015258789,14.770000457763672,10.319999694824219,7.429999828338623,5.489999771118164,4.079999923706055,2.9700000286102295,0.0
750108579,184.8249969482422,57.93,1727.48,486.123,700.374,856.859,1071.297,1243.298,1425.924,2591.219970703125,2138.886,202.82000732421875,137.57000732421875,102.43000030517578,76.19999694824219,57.72999954223633,42.43000030517578,30.3700008392334,21.440000534057617,14.729999542236328,5.440000057220459
760623028,19.31,19.31,1273.13,395.087,639.492,806.294,1017.369,1173.024,1326.421,1909.6950073242188,1989.6315,104.61000061035156,57.66999816894531,37.93000030517578,26.829999923706055,19.239999771118164,13.84000015258789,9.609999656677246,5.929999828338623,3.0999999046325684,0.009999999776482582
760596405,1891.0269775390625,1051.65,7256.88,3797.425,5098.988,5919.057,6913.894,7628.499,8323.052,10885.31982421875,12484.578,2593.800048828125,1967.5699462890625,1559.1700439453125,1254.0839599609371,1049.1700439453125,867.2560058593754,716.9600219726562,574.4299926757812,442.8500061035156,157.66000366210938
750143417,0.32,0.32,230.04,66.129,100.179,122.497,150.026,169.941,189.315,345.0599899291992,283.97249999999997,2.0199999809265137,1.159999966621399,0.699999988079071,0.46000000834465027,0.3199999928474426,0.2199999988079071,0.1599999964237213,0.10000000149011612,0.05999999865889549,0.0
740265917,37.55500030517578,17.14,369.34,81.65,133.448,177.282,245.153,305.873,376.272,554.0099945068359,564.408,44.08000183105469,31.65999984741211,25.65999984741211,21.020000457763672,17.139999389648438,13.25,9.970000267028809,6.989999771118164,4.760000228881836,0.4699999988079071
760596414,370.4530029296875,109.24,2319.47,737.587,1068.157,1279.92,1537.71,1722.513,1901.296,3479.2049560546875,2851.944,342.239990234375,235.27000427246094,175.49000549316406,139.6199951171875,108.87999725341797,85.37000274658203,69.54000091552734,56.189998626708984,42.029998779296875,15.949999809265137
760551363,27.82699966430664,8.04,604.96,195.046,315.277,395.808,495.888,568.396,638.799,907.4400329589844,958.1985,34.93000030517578,21.8700008392334,14.770000457763672,10.569999694824219,8.010000228881836,6.380000114440918,4.699999809265137,3.259999990463257,1.9700000286102295,0.0
720205765,19.621000289916992,63.74,3814.9,876.463,1344.114,1658.178,2053.696,2345.356,2633.513,5722.349853515625,3950.2695,331.0859924316404,180.47999572753906,114.7280029296868,83.13999938964844,63.900001525878906,50.369998931884766,40.61000061035156,32.77000045776367,24.719999313354492,9.029999732971191
750143442,432.48,432.48,11764.83,3067.744,4348.339,5275.851,6539.077,7547.172,8613.467,17647.2451171875,12920.2005,1563.8399658203125,1075.2419921875007,788.7379882812493,575.9199829101562,431.19000244140625,323.1600036621094,244.7899932861328,181.91000366210938,128.5800018310547,39.02000045776367
750049256,2.316999912261963,0.87,156.66,53.176,78.949,96.316,118.38,134.829,151.252,234.9900054931641,226.878,2.759999990463257,1.9299999475479126,1.4500000476837158,1.1299999952316284,0.8700000047683716,0.6399999856948853,0.46000000834465027,0.3100000023841858,0.20000000298023224,0.0
